SigMax/CI,r/a,Region
1.717732085,1.369230769,EDZi
1.850328947,1.461538462,EDZi
3.068181818,1.615384615,EDZi
1.431054953,1.215384615,EDZi
2.862109905,1.492307692,EDZi
2.273383372,1.584615385,EDZi
5.208333333,2.2,EDZi
3.068978956,1.784615385,EDZi
1.585144928,1.369230769,EDZi
2.107869379,1.492307692,EDZi
2.008928571,1.492307692,EDZi
2.655091032,1.615384615,EDZi
1.377711686,1.338461538,EDZi
1.841674462,1.461538462,EDZi
1.603216612,1.369230769,EDZi
1.726973684,1.492307692,EDZi
2.863636364,1.738461538,EDZi
1.335651289,1.153846154,EDZi
2.671302578,1.615384615,EDZi
2.542783339,1.830769231,EDZo
2.789585547,1.984615385,EDZo
2.451743462,1.861538462,EDZo
2.468652038,1.830769231,EDZo
2.512763242,1.830769231,EDZo
2.250643041,1.738461538,EDZo
2.193593315,1.738461538,EDZo
2.316857899,1.738461538,EDZo
2.167033572,1.707692308,EDZo
2.085540254,1.738461538,EDZo
2.037516171,1.738461538,EDZo
2.066929134,1.707692308,EDZo
1.810761095,1.584615385,EDZo
2.245508982,1.738461538,EDZo
2.077288314,1.707692308,EDZo
2.025984049,1.584615385,EDZo
2.066929134,1.707692308,EDZo
1.973189677,1.615384615,EDZo
1.962861416,1.615384615,EDZo
1.943964453,1.615384615,EDZo
1.870546318,1.584615385,EDZo
1.812428078,1.584615385,EDZo
2.005347594,1.615384615,EDZo
1.407506702,1.292307692,EDZo
1.708613582,1.538461538,EDZo
1.923546654,1.615384615,EDZo
2.091078067,1.707692308,EDZo
1.483609646,1.415384615,EDZo
1.705283673,1.538461538,EDZo
1.713073744,1.538461538,EDZo
1.839523476,1.615384615,EDZo
1.84945984,1.584615385,EDZo
1.739562624,1.584615385,EDZo
1.734581498,1.461538462,EDZo
1.759776536,1.584615385,EDZo
1.63585376,1.492307692,EDZo
1.589945488,1.492307692,EDZo
1.787741203,1.584615385,EDZo
1.393312102,1.415384615,EDZo
1.584188292,1.461538462,EDZo
1.62371134,1.461538462,EDZo
1.595421394,1.461538462,EDZo
1.555401936,1.461538462,EDZo
1.481655691,1.4,EDZo
1.05,1.076923077,EDZo
1.516756549,1.415384615,EDZo
1.632462687,1.492307692,EDZo
1.528235979,1.492307692,EDZo
1.526458616,1.415384615,EDZo
1.376507604,1.338461538,EDZo
1.290349009,1.246153846,EDZo
1.343398158,1.4,EDZo
1.381094353,1.338461538,EDZo
1.425597393,1.415384615,EDZo
1.518804243,1.415384615,EDZo
2.043861926,1.661538462,EDZo
1.111503176,1.215384615,EDZo
1.90401354,1.584615385,EDZo
1.348458904,1.369230769,EDZo
1.291407019,1.338461538,EDZo
2.72441072,1.830769231,EDZo
2.988841658,1.861538462,EDZo
2.626867995,1.738461538,EDZo
2.644984326,1.830769231,EDZo
2.692246331,1.830769231,EDZo
2.411403258,1.738461538,EDZo
2.350278552,1.738461538,EDZo
2.482347749,1.738461538,EDZo
2.18305304,1.661538462,EDZo
2.214566929,1.584615385,EDZo
2.405902481,1.615384615,EDZo
2.225666051,1.661538462,EDZo
2.170697196,1.584615385,EDZo
2.214566929,1.661538462,EDZo
2.103065803,1.584615385,EDZo
2.082819057,1.584615385,EDZo
2.00415677,1.492307692,EDZo
1.941887227,1.492307692,EDZo
2.148586707,1.538461538,EDZo
1.508042895,1.492307692,EDZo
1.830657409,1.492307692,EDZo
2.060942843,1.584615385,EDZo
2.240440786,1.661538462,EDZo
1.589581763,1.538461538,EDZo
1.827089649,1.492307692,EDZo
1.835436154,1.538461538,EDZo
1.97091801,1.584615385,EDZo
1.981564115,1.538461538,EDZo
1.863817097,1.584615385,EDZo
1.858480176,1.461538462,EDZo
1.752700457,1.492307692,EDZo
1.703513022,1.461538462,EDZo
1.915437003,1.584615385,EDZo
1.492834395,1.415384615,EDZo
1.697344599,1.415384615,EDZo
1.739690722,1.492307692,EDZo
1.709380065,1.492307692,EDZo
1.666502074,1.492307692,EDZo
1.587488241,1.492307692,EDZo
1.125,1.123076923,EDZo
1.911531491,1.584615385,EDZo
1.625096302,1.415384615,EDZo
1.637395692,1.492307692,EDZo
1.635491374,1.538461538,EDZo
1.474829575,1.369230769,EDZo
1.382516795,1.276923077,EDZo
1.439355169,1.369230769,EDZo
1.479743949,1.338461538,EDZo
1.527425778,1.461538462,EDZo
1.62729026,1.492307692,EDZo
2.189852063,1.615384615,EDZo
1.19089626,1.246153846,EDZo
1.444777397,1.415384615,EDZo
1.383650377,1.369230769,EDZo
1.429349306,1.369230769,EDZo
1.544723421,1.415384615,EDZo
1.454696592,1.338461538,EDZo
1.213124856,1.123076923,EDZo
1.419046761,1.415384615,EDZo
1.333164043,1.338461538,EDZo
1.08560794,1.153846154,EDZo
1.372190277,1.369230769,EDZo
1.252684324,1.292307692,EDZo
1.579897683,1.461538462,EDZo
1.256381621,1.338461538,EDZo
1.27016129,1.215384615,EDZo
1.323529412,1.369230769,EDZo
1.346153846,1.338461538,EDZo
1.346153846,1.369230769,EDZo
1.25,1.246153846,EDZo
1.458333333,1.369230769,EDZo
1.220930233,1.123076923,EDZo
1.3125,1.338461538,EDZo
1.26,1.338461538,EDZo
1.215184014,1.246153846,EDZo
1.077512485,1.215384615,EDZo
1.28100854,1.246153846,EDZo
1.227113362,1.338461538,EDZo
1.146455088,1.169230769,EDZo
1.214996529,1.169230769,EDZo
1.121156036,1.338461538,EDZo
1.160050085,1.215384615,EDZo
1.113861386,1.215384615,EDZo
1.089764288,1.215384615,EDZo
1.531445685,1.338461538,EDZo
1.759095174,1.492307692,EDZo
1.655060808,1.369230769,EDZo
1.558603491,1.492307692,EDZo
1.299776631,1.215384615,EDZo
1.520407244,1.4,EDZo
1.428390046,1.369230769,EDZo
1.163151365,1.246153846,EDZo
1.470203868,1.4,EDZo
1.342161775,1.338461538,EDZo
1.692747517,1.492307692,EDZo
1.346123165,1.338461538,EDZo
1.360887097,1.369230769,EDZo
1.418067227,1.369230769,EDZo
1.442307692,1.4,EDZo
1.607142857,1.4,EDZo
1.442307692,1.369230769,EDZo
1.339285714,1.246153846,EDZo
1.5625,1.461538462,EDZo
1.308139535,1.338461538,EDZo
1.40625,1.338461538,EDZo
1.35,1.276923077,EDZo
1.301982872,1.215384615,EDZo
1.154477663,1.153846154,EDZo
1.37250915,1.338461538,EDZo
1.314764316,1.276923077,EDZo
1.228344737,1.153846154,EDZo
1.301781995,1.338461538,EDZo
1.20123861,1.123076923,EDZo
1.242910805,1.215384615,EDZo
1.193422914,1.092307692,EDZo
4.464285714,2.2,EDZo
1.358695652,1.338461538,EDZo
1.806745182,1.4,EDZo
1.721938776,1.369230769,EDZo
1.180895731,1.092307692,EDZo
1.57857811,1.4,EDZo
1.374185668,1.369230769,EDZo
1.480263158,1.369230769,EDZo
2.454545455,1.738461538,EDZo
1.144843962,1.169230769,EDZo
2.289687924,1.661538462,EDZo
1.818706697,1.584615385,EDZo
4.166666667,2.476923077,EDZo
1.268115942,1.246153846,EDZo
1.686295503,1.538461538,EDZo
1.607142857,1.492307692,EDZo
1.102169349,1.215384615,EDZo
1.47333957,1.338461538,EDZo
1.28257329,1.338461538,EDZo
1.381578947,1.369230769,EDZo
2.290909091,1.476923077,EDZo
1.068521031,1.215384615,EDZo
2.137042062,1.646153846,EDZo
1.473884942,1.461538462,EDZo
1.634646432,1.492307692,EDZo
1.556830063,1.4,EDZo
2.297168527,1.707692308,EDZo
2.63864276,1.784615385,EDZo
2.482591212,1.830769231,EDZo
2.337905237,1.738461538,EDZo
1.949664946,1.584615385,EDZo
2.280610866,1.707692308,EDZo
2.142585069,1.584615385,EDZo
1.744727047,1.538461538,EDZo
2.205305802,1.707692308,EDZo
2.013242663,1.584615385,EDZo
2.539121276,1.707692308,EDZo
2.019184748,1.661538462,EDZo
2.041330645,1.615384615,EDZo
2.163461538,1.615384615,EDZo
2.410714286,1.738461538,EDZo
2.163461538,1.584615385,EDZo
2.008928571,1.492307692,EDZo
2.34375,1.707692308,EDZo
1.962209302,1.584615385,EDZo
2.109375,1.661538462,EDZo
2.025,1.615384615,EDZo
1.952974308,1.615384615,EDZo
2.058763725,1.492307692,EDZo
1.972146474,1.584615385,EDZo
1.842517106,1.584615385,EDZo
1.768126572,1.2,EDZo
1.952672992,1.584615385,EDZo
1.864366208,1.538461538,EDZo
1.790134371,1.584615385,EDZo
2.435767898,1.738461538,EDZo
5.580357143,2.738461538,EDZo
3.288191738,1.984615385,EDZo
1.698369565,1.4,EDZo
2.152423469,1.661538462,EDZo
2.844740391,1.861538462,EDZo
1.476119664,1.369230769,EDZo
1.973222638,1.584615385,EDZo
1.717732085,1.415384615,EDZo
1.850328947,1.492307692,EDZo
3.068181818,1.861538462,EDZo
1.431054953,1.369230769,EDZo
2.273383372,1.738461538,EDZo
5.208333333,2.738461538,EDZo
3.068978956,1.984615385,EDZo
1.585144928,1.4,EDZo
2.008928571,1.661538462,EDZo
2.655091032,1.861538462,EDZo
1.377711686,1.369230769,EDZo
1.841674462,1.584615385,EDZo
1.603216612,1.4,EDZo
1.726973684,1.492307692,EDZo
2.863636364,1.861538462,EDZo
1.335651289,1.369230769,EDZo
2.6,1.861538462,EDZo
2.9,1.984615385,EDZo
2.8,1.738461538,EDZo
2.9,1.861538462,EDZo
2.9,1.984615385,EDZo
2.6,1.707692308,EDZo
2.7,1.830769231,EDZo
2.9,1.923076923,EDZo
3,1.861538462,EDZo
2,1.661538462,EDZo
2.5,1.861538462,EDZo
2.7,1.861538462,EDZo
2.8,1.953846154,EDZo
3,2.076923077,EDZo
2.5,1.738461538,EDZo
2.7,1.861538462,EDZo
3,1.953846154,EDZo
3,1.984615385,EDZo
2,1.661538462,EDZo
1.5,1.369230769,EDZo
3,1.784615385,EDZo
2.5,1.738461538,EDZo
2,1.615384615,EDZo
1.5,1.415384615,EDZo
3,2.2,EDZo
2.5,1.861538462,EDZo
1.5,1.415384615,EDZo
3,2.030769231,EDZo
2.5,1.738461538,EDZo
2,1.661538462,EDZo
1.5,1.338461538,EDZo
3,2.153846154,EDZo
2,1.661538462,EDZo
1.5,1.369230769,EDZo
3,1.953846154,EDZo
2.5,1.861538462,EDZo
2,1.661538462,EDZo
1.5,1.369230769,EDZo
2,1.661538462,EDZo
1.5,1.461538462,EDZo
3,1.953846154,EDZo
2.5,1.615384615,EDZo
2,1.584615385,EDZo
1.5,1.461538462,EDZo
3,2.153846154,EDZo
2,1.661538462,EDZo
1.5,1.492307692,EDZo
3,1.984615385,EDZo
2.5,1.707692308,EDZo
2,1.584615385,EDZo
1.5,1.415384615,EDZo
2.5,1.861538462,EDZo
1.5,1.415384615,EDZo
3,1.907692308,EDZo
2.5,1.784615385,EDZo
2,1.492307692,EDZo
1.5,1.430769231,EDZo
2.5,1.830769231,EDZo
2,1.661538462,EDZo
3,1.584615385,EDZo
2.5,1.738461538,EDZo
2,1.615384615,EDZo
2.762770138,1.861538462,EDZo
1.496010638,1.415384615,EDZo
1.401578073,1.338461538,EDZo
2.00415677,1.538461538,EDZo
2.114131797,1.615384615,EDZo
2.52016129,1.615384615,EDZo
3.302348337,1.907692308,EDZo
2.744795055,1.830769231,EDZo
2.97934322,1.861538462,EDZo
3.209395207,1.907692308,EDZo
3.702281703,1.984615385,EDZo
3.104304636,1.907692308,EDZo
1.777812895,1.492307692,EDZo
1.629804906,1.415384615,EDZo
2.749266862,1.830769231,EDZo
1.76037972,1.492307692,EDZo
2.122641509,1.584615385,EDZo
2.34962406,1.707692308,EDZo
3.964990602,2.030769231,EDZo
3.083881579,1.738461538,EDZo
1.416400873,1.369230769,EDZo
2.887577002,1.830769231,EDZo
2.429455802,1.615384615,EDZo
1.954029643,1.492307692,EDZo
1.651497358,1.461538462,EDZo
1.627918194,1.492307692,EDZo
2.023866635,1.553846154,EDZo
2.314814815,1.738461538,EDZo
1.468157299,1.415384615,EDZo
1.290927173,1.246153846,EDZo
1.940993789,1.584615385,EDZo
2.02629683,1.353846154,EDZo
2.242822967,1.584615385,EDZo
2.875766871,1.830769231,EDZo
2.744795055,1.830769231,EDZo
2.737670344,1.830769231,EDZo
2.609805135,1.784615385,EDZo
2.583435395,1.784615385,EDZo
2.764580603,1.830769231,EDZo
1.709726444,1.492307692,EDZo
2.397017045,1.707692308,EDZo
1.629804906,1.4,EDZo
2.562253265,1.738461538,EDZo
1.316097333,1.338461538,EDZo
1.934762669,1.584615385,EDZo
2.34962406,1.707692308,EDZo
3.528858218,1.984615385,EDZo
2.903475568,1.784615385,EDZo
1.365291262,1.369230769,EDZo
2.566149635,1.615384615,EDZo
1.877085651,1.492307692,EDZo
1.77332913,1.415384615,EDZo
1.381158946,1.369230769,EDZo
1.52301444,1.369230769,EDZo
2.218059937,1.538461538,EDZo
1.769609899,1.415384615,EDZo
2.988841658,2.476923077,EDZo
2.988841658,2.323076923,EDZo
2.988841658,2.030769231,EDZo
2.988841658,1.953846154,EDZo
2.988841658,1.861538462,EDZo
2.988841658,1.907692308,EDZo
2.988841658,1.830769231,EDZo
2.988841658,1.584615385,EDZo
2.988841658,1.615384615,EDZo
2.988841658,1.615384615,EDZo
1.948614319,1.584615385,EDZo
4.464285714,2.446153846,EDZo
2.63055339,1.861538462,EDZo
1.358695652,1.369230769,EDZo
1.806745182,1.538461538,EDZo
1.721938776,1.584615385,EDZo
2.275792313,1.784615385,EDZo
1.57857811,1.461538462,EDZo
1.480263158,1.415384615,EDZo
2.454545455,1.738461538,EDZo
1.144843962,1.246153846,EDZo
2.289687924,1.738461538,EDZo
1.818706697,1.615384615,EDZo
4.166666667,2.738461538,EDZo
2.455183164,1.907692308,EDZo
1.268115942,1.292307692,EDZo
1.686295503,1.538461538,EDZo
1.607142857,1.461538462,EDZo
2.124072825,1.830769231,EDZo
1.102169349,1.246153846,EDZo
1.47333957,1.369230769,EDZo
1.28257329,1.338461538,EDZo
1.381578947,1.415384615,EDZo
2.290909091,1.861538462,EDZo
1.068521031,1.215384615,EDZo
2.137042062,1.784615385,EDZo
2.435767898,1.861538462,EDZo
5.580357143,2.938461538,EDZo
3.288191738,2.046153846,EDZo
1.698369565,1.584615385,EDZo
2.258431478,1.738461538,EDZo
2.152423469,1.738461538,EDZo
2.844740391,1.907692308,EDZo
1.476119664,1.461538462,EDZo
1.973222638,1.584615385,EDZo
1.717732085,1.584615385,EDZo
1.850328947,1.615384615,EDZo
3.068181818,2.076923077,EDZo
1.431054953,1.338461538,EDZo
2.862109905,1.907692308,EDZo
2.273383372,1.861538462,EDZo
5.208333333,3.646153846,EDZo
3.068978956,2.107692308,EDZo
1.585144928,1.492307692,EDZo
2.107869379,1.738461538,EDZo
2.008928571,1.707692308,EDZo
2.655091032,1.953846154,EDZo
1.377711686,1.461538462,EDZo
1.841674462,1.615384615,EDZo
1.603216612,1.538461538,EDZo
1.726973684,1.615384615,EDZo
2.863636364,2.030769231,EDZo
1.335651289,1.338461538,EDZo
2.671302578,1.953846154,EDZo
2.9,1.430769231,HDZ
3.068978956,1.430769231,HDZ
4.544037412,1.692307692,HDZ
2.655091032,1.4,HDZ
3.542144302,1.412307692,HDZ
4.308159137,1.692307692,HDZ
2.468652038,1.215384615,HDZ
3.454545455,1.316923077,HDZ
3.909090909,1.224615385,HDZ
4.248902821,1.316923077,HDZ
2.005347594,1.123076923,HDZ
3.517697988,1,HDZ
3.944486886,1,HDZ
4.358798065,1,HDZ
4.604023428,1,HDZ
3.277999187,1.224615385,HDZ
3.774135828,1.412307692,HDZ
4.017324115,1.412307692,HDZ
3.421005116,1.224615385,HDZ
4.108737085,1.316923077,HDZ
4.58307754,1.316923077,HDZ
4.814926271,1.415384615,HDZ
3.464203233,1.412307692,HDZ
3.885681293,1.415384615,HDZ
4.284064665,1.415384615,HDZ
4.491916859,1.507692308,HDZ
3.105454545,1.412307692,HDZ
3.345454545,1.412307692,HDZ
3.767272727,1.504615385,HDZ
4.189090909,1.504615385,HDZ
3.252614199,1.215384615,HDZ
3.525041277,1.292307692,HDZ
3.874518437,1.412307692,HDZ
4.127682994,1.412307692,HDZ
4.34232251,1.504615385,HDZ
4.548706659,1.6,HDZ
4.848651624,1.412307692,HDZ
3.173652695,1.316923077,HDZ
3.473053892,1.412307692,HDZ
3.72112917,1.292307692,HDZ
4.137439407,1.412307692,HDZ
4.513829484,1.504615385,HDZ
4.932135729,1.292307692,HDZ
3.115087434,1.230769231,HDZ
3.310288735,1.292307692,HDZ
3.586823912,1.230769231,HDZ
3.814558764,1.230769231,HDZ
4.148027654,1.412307692,HDZ
4.416429443,1.412307692,HDZ
4.806832046,1.230769231,HDZ
3.219047619,1.224615385,HDZ
3.476190476,1.224615385,HDZ
3.733333333,1.129230769,HDZ
4.047619048,1.129230769,HDZ
4.304761905,1.292307692,HDZ
4.6,1.292307692,HDZ
4.900952381,1.412307692,HDZ
3.163811563,1.415384615,HDZ
3.511777302,1.415384615,HDZ
3.929336188,1.507692308,HDZ
4.368308351,1.507692308,HDZ
4.614561028,1.695384615,HDZ
4.834047109,1.6,HDZ
4.919700214,1.412307692,HDZ
3.143124415,1.230769231,HDZ
3.40505145,1.412307692,HDZ
3.746492049,1.504615385,HDZ
4.214218896,1.412307692,HDZ
4.588400374,1.292307692,HDZ
3.288077018,1.323076923,HDZ
3.776845223,1.6,HDZ
4.196494693,1.412307692,HDZ
4.418662059,1.476923077,HDZ
3.133297929,1.412307692,HDZ
3.505045141,1.292307692,HDZ
3.874137015,1.412307692,HDZ
4.2724376,1.292307692,HDZ
3.130955622,1.230769231,HDZ
3.503040203,1.230769231,HDZ
3.820673382,1.292307692,HDZ
4.11108086,1.323076923,HDZ
4.347036936,1.230769231,HDZ
4.605681096,1.230769231,HDZ
2.558139535,1.2,HDZ
3.217054264,1.412307692,HDZ
3.813953488,1.230769231,HDZ
4.054263566,1.412307692,HDZ
4.480620155,1.412307692,HDZ
1.47333957,1.292307692,HDZ
3.063610851,1.224615385,HDZ
3.2,1.230769231,HDZ
3.636363636,1.292307692,HDZ
3.143133462,1.129230769,HDZ
3.457446809,1.230769231,HDZ
3.892649903,1.292307692,HDZ
4.352030948,1.384615385,HDZ
4.714700193,1.415384615,HDZ
3.155505108,1.230769231,HDZ
3.586833144,1.230769231,HDZ
3.700340522,1.412307692,HDZ
4.040862656,1.6,HDZ
2.9,1.615384615,EDZi
3.068978956,1.584615385,EDZi
4.544037412,2.2,EDZi
2.655091032,1.461538462,EDZi
3.542144302,1.895384615,EDZi
4.308159137,1.821538462,EDZi
2.468652038,1.523076923,EDZi
3.454545455,1.667692308,EDZi
3.909090909,1.630769231,EDZi
4.248902821,1.692307692,EDZi
2.005347594,1.738461538,EDZi
3.517697988,1.683076923,EDZi
3.944486886,1.701538462,EDZi
4.358798065,1.713846154,EDZi
4.604023428,1.753846154,EDZi
3.277999187,1.636923077,EDZi
3.774135828,1.713846154,EDZi
4.017324115,1.670769231,EDZi
3.421005116,1.556923077,EDZi
4.108737085,1.695384615,EDZi
4.58307754,1.723076923,EDZi
4.814926271,1.806153846,EDZi
3.464203233,1.707692308,EDZi
3.885681293,1.744615385,EDZi
4.284064665,1.726153846,EDZi
4.491916859,1.76,EDZi
3.105454545,1.876923077,EDZi
3.345454545,1.876923077,EDZi
3.767272727,1.846153846,EDZi
4.189090909,1.92,EDZi
3.252614199,1.621538462,EDZi
3.525041277,1.704615385,EDZi
3.874518437,1.695384615,EDZi
4.127682994,1.72,EDZi
4.34232251,1.8,EDZi
4.548706659,1.778461538,EDZi
4.848651624,1.704615385,EDZi
3.173652695,1.676923077,EDZi
3.473053892,1.661538462,EDZi
3.72112917,1.670769231,EDZi
4.137439407,1.704615385,EDZi
4.513829484,1.8,EDZi
4.932135729,1.676923077,EDZi
3.115087434,1.446153846,EDZi
3.310288735,1.556923077,EDZi
3.586823912,1.418461538,EDZi
3.814558764,1.498461538,EDZi
4.148027654,1.649230769,EDZi
4.416429443,1.689230769,EDZi
4.806832046,1.707692308,EDZi
3.219047619,1.569230769,EDZi
3.476190476,1.550769231,EDZi
3.733333333,1.483076923,EDZi
4.047619048,1.464615385,EDZi
4.304761905,1.486153846,EDZi
4.6,1.476923077,EDZi
4.900952381,1.673846154,EDZi
3.163811563,1.732307692,EDZi
3.511777302,1.667692308,EDZi
3.929336188,1.778461538,EDZi
4.368308351,1.803076923,EDZi
4.614561028,1.793846154,EDZi
4.834047109,1.723076923,EDZi
4.919700214,1.778461538,EDZi
3.143124415,1.670769231,EDZi
3.40505145,1.695384615,EDZi
3.746492049,1.72,EDZi
4.214218896,1.803076923,EDZi
4.588400374,1.729230769,EDZi
3.288077018,1.658461538,EDZi
3.776845223,1.686153846,EDZi
4.196494693,1.766153846,EDZi
4.418662059,1.683076923,EDZi
3.133297929,1.56,EDZi
3.505045141,1.649230769,EDZi
3.874137015,1.670769231,EDZi
4.2724376,1.716923077,EDZi
3.130955622,1.415384615,EDZi
3.503040203,1.473846154,EDZi
3.820673382,1.464615385,EDZi
4.11108086,1.627692308,EDZi
4.347036936,1.470769231,EDZi
4.605681096,1.486153846,EDZi
2.558139535,1.421538462,EDZi
3.217054264,1.538461538,EDZi
3.813953488,1.633846154,EDZi
4.054263566,1.695384615,EDZi
4.480620155,1.633846154,EDZi
1.47333957,1.716923077,EDZi
3.063610851,1.646153846,EDZi
3.2,1.446153846,EDZi
3.636363636,1.907692308,EDZi
3.143133462,1.390769231,EDZi
3.457446809,1.467692308,EDZi
3.892649903,1.461538462,EDZi
4.352030948,1.689230769,EDZi
4.714700193,1.747692308,EDZi
3.155505108,1.430769231,EDZi
3.586833144,1.523076923,EDZi
3.700340522,1.809230769,EDZi
4.040862656,1.753846154,EDZi
2.9,1.984615385,EDZo
3.068978956,1.984615385,EDZo
4.544037412,3.569230769,EDZo
2.655091032,1.861538462,EDZo
3.542144302,2.4,EDZo
4.308159137,2.901538462,EDZo
2.468652038,1.830769231,EDZo
3.454545455,2.184615385,EDZo
3.909090909,2.156923077,EDZo
4.248902821,2.443076923,EDZo
2.005347594,1.615384615,EDZo
3.517697988,2.4,EDZo
3.944486886,2.661538462,EDZo
4.358798065,3.166153846,EDZo
4.604023428,3.661538462,EDZo
3.277999187,2.126153846,EDZo
3.774135828,2.236923077,EDZo
4.017324115,2.310769231,EDZo
3.421005116,1.978461538,EDZo
4.108737085,2.316923077,EDZo
4.58307754,2.655384615,EDZo
4.814926271,2.852307692,EDZo
3.464203233,2.350769231,EDZo
3.885681293,2.356923077,EDZo
4.284064665,2.36,EDZo
4.491916859,2.892307692,EDZo
3.105454545,2.24,EDZo
3.345454545,2.273846154,EDZo
3.767272727,2.363076923,EDZo
4.189090909,3.68,EDZo
3.252614199,2.089230769,EDZo
3.525041277,2.154461538,EDZo
3.874518437,2.270769231,EDZo
4.127682994,2.372307692,EDZo
4.34232251,2.461538462,EDZo
4.548706659,2.606153846,EDZo
4.848651624,2.430769231,EDZo
3.173652695,2.046153846,EDZo
3.473053892,2.052307692,EDZo
3.72112917,2.169230769,EDZo
4.137439407,2.430769231,EDZo
4.513829484,2.830769231,EDZo
4.932135729,2.892307692,EDZo
3.115087434,1.790769231,EDZo
3.310288735,2.003076923,EDZo
3.586823912,1.876923077,EDZo
3.814558764,1.947692308,EDZo
4.148027654,2.276923077,EDZo
4.416429443,2.36,EDZo
4.806832046,2.433846154,EDZo
3.219047619,1.981538462,EDZo
3.476190476,2.021538462,EDZo
3.733333333,1.938461538,EDZo
4.047619048,2.015384615,EDZo
4.304761905,2.046153846,EDZo
4.6,2.16,EDZo
4.900952381,2.476923077,EDZo
3.163811563,2.230769231,EDZo
3.511777302,2.098461538,EDZo
3.929336188,2.476923077,EDZo
4.368308351,2.473846154,EDZo
4.614561028,2.495384615,EDZo
4.834047109,2.523076923,EDZo
4.919700214,2.707692308,EDZo
3.143124415,2.126153846,EDZo
3.40505145,2.236923077,EDZo
3.746492049,2.483076923,EDZo
4.214218896,3.006153846,EDZo
4.588400374,3.713846154,EDZo
3.288077018,2.089230769,EDZo
3.776845223,2.32,EDZo
4.196494693,2.707692308,EDZo
4.418662059,2.566153846,EDZo
3.133297929,1.984615385,EDZo
3.505045141,2.126153846,EDZo
3.874137015,2.283076923,EDZo
4.2724376,2.526153846,EDZo
3.130955622,1.824615385,EDZo
3.503040203,1.886153846,EDZo
3.820673382,1.969230769,EDZo
4.11108086,2.270769231,EDZo
4.347036936,2.086153846,EDZo
4.605681096,2.163076923,EDZo
2.558139535,1.701538462,EDZo
3.217054264,2.018461538,EDZo
3.813953488,2.430769231,EDZo
4.054263566,2.433846154,EDZo
4.480620155,2.430769231,EDZo
1.47333957,2.2,EDZo
3.063610851,2.307692308,EDZo
3.2,1.855384615,EDZo
3.636363636,2.403076923,EDZo
3.143133462,1.76,EDZo
3.457446809,1.821538462,EDZo
3.892649903,1.944615385,EDZo
4.352030948,2.28,EDZo
4.714700193,2.476923077,EDZo
3.155505108,1.76,EDZo
3.586833144,1.916923077,EDZo
3.700340522,2.323076923,EDZo
4.040862656,2.4,EDZo
